burn.season,emmean,SE,df,lower.CL,upper.CL
Fall,0.30748086371830513,0.1989147012715324,58,-0.09069017167044785,0.7056518991070582
Spring,-0.018598598619905704,0.2693317787288096,58,-0.5577247291372998,0.5205275318974882
Summer,-0.14494897275442764,0.2587656029330261,58,-0.6629246044408497,0.3730266589319944
Winter,0.5495108762167918,0.22628395544934632,58,0.09655432621229376,1.00246742622129
