burn_season,Estimate,lcl,ucl
Spring,-0.21462444313565449,-1.0637135807509637,0.6344646944796548
Summer,-0.17700350444808283,-0.9881147423767584,0.6341077334805927
Fall,0.5014323948636404,-0.11653012531338358,1.1193949150406644
Winter,0.37512285549943986,-0.3189699516384103,1.06921566263729
