burn_season,Estimate,lcl,ucl
Summer,-0.039995198095909436,-0.886734973662852,0.8067445774710331
Fall,0.4412111364233602,-0.7374977843485511,1.6199200571952714
Winter,0.4091513876488576,-0.41845670521214307,1.2367594805098583
